,carrera,regular,cnt_readmisiones,calidad,estado_civil,sexo,sit_laboral,tipo_residencia,modalidad_cursa,distancia_sede,actividades_u12m,edad,inactividad,avance_carrera
1565,PC,S,1.0,A,1.0,1,NC,4.0,H,-1,4,18,0,0.21428571428571427
1566,PA,S,1.0,P,1.0,1,NC,1.0,D,-1,0,19,1,0.06666666666666667
1567,PA,S,0.0,A,1.0,1,S,4.0,P,2,9,20,1,0.4666666666666667
1568,PA,S,2.0,A,1.0,2,NC,1.0,H,-1,7,18,0,0.4666666666666667
1569,PA,N,0.0,P,1.0,1,NC,-1.0,H,3,2,19,1,0.26666666666666666
1570,PE,N,1.0,P,1.0,2,NC,-1.0,D,3,0,19,1,0.06666666666666667
1571,PB,S,2.0,A,1.0,1,NC,-1.0,H,3,6,18,0,0.48
1572,PA,S,1.0,P,1.0,2,NC,-1.0,P,-1,0,21,1,0.0
1573,PA,N,2.0,A,1.0,1,NC,-1.0,P,1,6,20,1,0.43333333333333335
1574,PA,N,1.0,A,1.0,1,NC,-1.0,D,3,4,19,2,0.36666666666666664
1575,PD,S,1.0,A,1.0,1,N,4.0,H,2,4,21,2,0.175
1576,PC,N,1.0,A,1.0,2,NC,1.0,D,-1,4,20,2,0.2857142857142857
1577,PC,S,1.0,A,1.0,1,NC,-1.0,H,-1,4,20,2,0.25
1578,PB,S,2.0,P,1.0,2,NC,1.0,P,3,1,21,2,0.2
1579,PA,N,2.0,P,1.0,1,NC,1.0,P,-1,2,20,2,0.26666666666666666
1580,PE,S,2.0,A,1.0,1,NC,-1.0,H,3,2,20,1,0.4
1581,PC,N,0.0,P,2.0,1,S,4.0,H,1,1,18,0,0.25
1582,PA,N,2.0,P,1.0,2,NC,-1.0,D,-1,0,20,2,0.1
1583,PA,S,0.0,A,1.0,1,NC,1.0,D,1,4,20,1,0.26666666666666666
1584,PA,N,0.0,A,1.0,1,NC,-1.0,P,-1,2,20,1,0.13333333333333333
1585,PA,S,0.0,A,1.0,1,NC,-1.0,H,3,10,18,0,0.5
1586,PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,5,18,0,0.26666666666666666
1587,PC,S,1.0,A,1.0,1,NC,-1.0,H,-1,2,21,1,0.10714285714285714
1588,PA,S,0.0,A,1.0,2,NC,-1.0,P,3,7,20,2,0.43333333333333335
1589,PA,N,0.0,A,1.0,2,NC,1.0,P,3,8,19,1,0.4
1590,PC,S,1.0,A,1.0,2,NC,1.0,P,-1,1,18,0,0.14285714285714285
1591,PA,S,0.0,A,1.0,1,NC,-1.0,D,-1,4,21,2,0.36666666666666664
1592,PA,N,1.0,P,1.0,1,NC,4.0,D,1,0,20,2,0.16666666666666666
1593,PA,S,1.0,A,1.0,1,NC,1.0,D,-1,2,19,2,0.1
1594,PC,S,1.0,A,1.0,1,NC,1.0,D,-1,6,20,1,0.42857142857142855
1595,PC,N,0.0,P,1.0,1,NC,4.0,H,-1,1,20,2,0.14285714285714285
1596,PB,S,1.0,A,1.0,1,NC,-1.0,D,-1,3,20,1,0.24
1597,PB,N,1.0,A,1.0,1,NC,-1.0,P,-1,3,18,0,0.2
1598,PC,N,2.0,A,1.0,2,NC,4.0,P,-1,2,21,2,0.14285714285714285
1599,PC,N,1.0,A,1.0,1,NC,1.0,P,3,3,19,1,0.21428571428571427
1600,PD,N,1.0,P,1.0,1,S,4.0,D,1,1,21,2,0.1
1601,PA,S,1.0,P,1.0,2,NC,-1.0,H,-1,0,19,1,0.0
1602,PA,N,1.0,P,1.0,1,NC,-1.0,H,3,1,20,2,0.2
1603,PB,S,0.0,A,1.0,1,NC,2.0,P,3,1,19,1,0.12
1604,PA,S,1.0,A,1.0,2,NC,-1.0,P,-1,4,18,0,0.2
1605,PA,S,2.0,A,1.0,1,NC,1.0,D,-1,2,21,1,0.13333333333333333
1606,PA,N,1.0,P,1.0,1,NC,-1.0,P,-1,1,20,2,0.23333333333333334
1607,PD,S,0.0,A,2.0,2,NC,1.0,P,3,7,18,0,0.45
1608,PB,S,1.0,P,1.0,1,NC,-1.0,P,-1,0,19,2,0.0
1609,PA,S,0.0,A,1.0,1,NC,-1.0,P,-1,5,21,1,0.36666666666666664
1610,PA,S,1.0,A,1.0,2,NC,-1.0,P,2,5,21,1,0.36666666666666664
1611,PA,N,0.0,P,1.0,2,NC,-1.0,H,3,2,20,1,0.23333333333333334
1612,PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,4,20,1,0.36666666666666664
1613,PE,N,0.0,A,1.0,2,NC,1.0,H,3,3,19,1,0.26666666666666666
1614,PA,S,1.0,A,1.0,2,NC,2.0,D,3,6,18,0,0.36666666666666664
1615,PB,N,1.0,A,1.0,2,NC,-1.0,P,3,1,20,2,0.12
1616,PA,N,1.0,A,1.0,1,NC,2.0,H,-1,4,20,1,0.23333333333333334
1617,PE,S,2.0,A,1.0,1,NC,1.0,P,1,1,20,1,0.2
1618,PA,N,1.0,P,1.0,2,NC,-1.0,D,-1,2,19,2,0.3
1619,PA,S,1.0,A,1.0,1,NC,-1.0,D,2,2,18,0,0.16666666666666666
1620,PA,S,0.0,A,1.0,1,NC,4.0,H,2,3,18,0,0.23333333333333334
1621,PD,N,1.0,P,1.0,2,NC,-1.0,H,-1,0,19,1,0.15
1622,PA,S,0.0,A,1.0,1,NC,2.0,H,-1,5,20,2,0.3333333333333333
1623,PB,N,0.0,A,1.0,1,NC,-1.0,P,-1,4,20,1,0.32
1624,PC,N,1.0,P,1.0,2,NC,-1.0,P,-1,0,21,1,0.21428571428571427
1625,PD,N,2.0,A,1.0,2,NC,1.0,P,2,7,18,0,0.45
1626,PB,S,1.0,A,1.0,1,NC,-1.0,H,-1,2,18,0,0.12
1627,PC,N,0.0,A,1.0,1,NC,-1.0,D,3,6,18,0,0.4642857142857143
1628,PA,S,1.0,A,1.0,2,NC,1.0,D,-1,2,21,1,0.1
1629,PA,N,2.0,P,1.0,1,NC,1.0,H,-1,0,20,1,0.03333333333333333
1630,PA,N,2.0,A,1.0,2,NC,-1.0,D,-1,4,20,2,0.23333333333333334
1631,PA,S,1.0,P,1.0,1,NC,1.0,H,1,0,18,0,0.06666666666666667
1632,PA,S,2.0,A,1.0,1,NC,-1.0,H,-1,4,18,0,0.2
1633,PA,N,2.0,A,1.0,1,NC,1.0,H,-1,2,19,2,0.13333333333333333
1634,PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,6,19,2,0.3333333333333333
1635,PB,S,0.0,A,1.0,1,NC,-1.0,D,3,3,20,1,0.2
1636,PB,N,1.0,A,1.0,1,NC,-1.0,D,-1,2,20,1,0.12
1637,PA,S,0.0,A,1.0,2,NC,-1.0,D,2,9,21,2,0.4666666666666667
1638,PB,S,0.0,A,1.0,1,NC,1.0,H,3,5,21,1,0.4
1639,PC,N,2.0,P,1.0,1,NC,-1.0,H,2,0,19,1,0.07142857142857142
1640,PA,N,1.0,A,1.0,1,NC,1.0,P,-1,3,18,0,0.3
1641,PA,S,2.0,P,1.0,2,NC,-1.0,P,3,0,18,0,0.06666666666666667
1642,PA,N,0.0,A,1.0,1,NC,4.0,P,1,5,18,0,0.3333333333333333
1643,PE,S,2.0,A,1.0,2,NC,-1.0,D,-1,4,20,1,0.4666666666666667
1644,PE,S,2.0,A,1.0,2,NC,-1.0,D,-1,3,20,1,0.4666666666666667
1645,PA,S,1.0,A,1.0,1,N,4.0,P,3,3,19,2,0.2
1646,PC,S,1.0,A,1.0,1,NC,2.0,D,-1,6,21,2,0.39285714285714285
1647,PA,N,1.0,P,1.0,2,NC,-1.0,H,2,0,21,1,0.06666666666666667
1648,PC,S,1.0,A,1.0,2,NC,4.0,P,2,5,20,1,0.2857142857142857
1649,PA,N,1.0,A,1.0,2,NC,-1.0,D,-1,1,20,1,0.1
1650,PC,N,1.0,P,1.0,1,NC,-1.0,H,3,1,18,0,0.10714285714285714
1651,PA,S,1.0,A,1.0,1,NC,2.0,P,3,1,18,0,0.13333333333333333
1652,PA,S,1.0,A,1.0,2,N,4.0,P,1,5,20,2,0.36666666666666664
1653,PE,S,0.0,A,1.0,2,NC,-1.0,P,-1,2,20,2,0.3333333333333333
1654,PA,N,0.0,A,1.0,1,NC,-1.0,H,3,4,20,1,0.23333333333333334
1655,PC,S,2.0,A,1.0,1,NC,4.0,P,2,7,19,1,0.39285714285714285
1656,PC,N,1.0,P,1.0,2,NC,2.0,P,2,1,21,2,0.14285714285714285
1657,PB,S,2.0,P,1.0,2,NC,2.0,P,4,3,22,2,0.36
1658,PB,S,1.0,A,1.0,1,NC,-1.0,D,-1,3,19,2,0.32
1659,PA,N,0.0,A,1.0,1,NC,1.0,P,3,2,19,1,0.13333333333333333
1660,PD,S,0.0,A,1.0,1,NC,-1.0,P,3,8,21,2,0.4
1661,PD,N,0.0,A,1.0,1,NC,-1.0,H,-1,5,20,2,0.275
1662,PA,N,1.0,A,1.0,1,NC,1.0,D,2,5,19,2,0.3
1663,PB,N,2.0,A,1.0,2,NC,-1.0,D,-1,7,21,2,0.4
1664,PD,S,1.0,A,1.0,1,NC,-1.0,P,-1,7,18,0,0.3
1665,PE,N,1.0,A,1.0,2,NC,-1.0,D,-1,3,21,2,0.4
1666,PC,N,1.0,A,1.0,1,NC,-1.0,P,-1,3,21,1,0.25
1667,PC,N,0.0,P,1.0,1,NC,-1.0,H,3,1,18,0,0.14285714285714285
1668,PC,N,2.0,P,1.0,2,NC,-1.0,D,3,1,20,2,0.14285714285714285
1669,PA,S,0.0,A,1.0,2,NC,-1.0,D,3,7,19,1,0.4666666666666667
1670,PB,N,1.0,A,1.0,1,NC,-1.0,P,3,3,21,2,0.28
1671,PA,S,2.0,A,1.0,2,NC,-1.0,H,-1,6,20,2,0.36666666666666664
1672,PA,S,1.0,A,1.0,2,N,4.0,D,1,3,21,2,0.23333333333333334
1673,PE,N,2.0,P,1.0,1,NC,1.0,H,3,0,19,2,0.26666666666666666
1674,PA,S,2.0,P,1.0,1,NC,1.0,P,3,0,19,2,0.1
1675,PB,S,1.0,A,1.0,1,NC,1.0,P,-1,4,21,1,0.48
1676,PA,N,0.0,A,1.0,2,NC,-1.0,D,-1,6,18,0,0.4666666666666667
1677,PA,S,0.0,A,1.0,1,NC,1.0,D,3,8,19,1,0.4666666666666667
1678,PD,S,0.0,A,1.0,2,NC,-1.0,H,3,4,21,1,0.2
1679,PA,N,1.0,P,1.0,1,NC,-1.0,D,3,0,18,0,0.2
1680,PC,S,2.0,A,1.0,2,N,4.0,H,1,2,20,1,0.14285714285714285
1681,PC,N,1.0,P,1.0,1,NC,-1.0,P,3,1,18,0,0.25
1682,PD,N,2.0,P,2.0,2,NC,1.0,D,3,2,20,1,0.175
1683,PA,S,0.0,P,1.0,2,NC,2.0,H,-1,0,20,1,0.03333333333333333
1684,PE,N,1.0,P,1.0,1,NC,1.0,H,1,0,19,1,0.13333333333333333
1685,PA,N,1.0,P,1.0,2,NC,1.0,P,3,0,19,2,0.0
1686,PB,N,0.0,A,1.0,1,NC,-1.0,P,3,8,18,0,0.52
1687,PA,N,1.0,P,1.0,1,NC,2.0,P,-1,1,21,1,0.16666666666666666
1688,PC,S,0.0,A,2.0,2,NC,1.0,H,3,2,20,1,0.14285714285714285
1689,PC,S,1.0,A,1.0,1,NC,-1.0,P,-1,3,21,1,0.14285714285714285
1690,PA,N,1.0,P,1.0,1,NC,2.0,P,1,1,19,1,0.3
1691,PB,S,1.0,A,1.0,1,NC,-1.0,D,-1,2,20,2,0.24
1692,PA,S,0.0,A,1.0,1,NC,1.0,D,3,11,19,-5,0.7666666666666667
1693,PB,N,0.0,P,1.0,1,NC,-1.0,D,-1,0,21,2,0.12
1694,PA,S,1.0,A,1.0,2,NC,4.0,D,1,9,19,2,0.4666666666666667
1695,PD,S,2.0,A,1.0,2,NC,1.0,D,3,5,19,1,0.35
1696,PA,S,0.0,A,2.0,1,NC,-1.0,D,-1,2,20,2,0.13333333333333333
1697,PA,S,1.0,A,1.0,2,NC,-1.0,P,-1,7,19,1,0.4
1698,PA,N,0.0,A,1.0,1,NC,4.0,H,1,3,21,1,0.2
1699,PA,S,0.0,A,1.0,1,NC,1.0,H,-1,5,20,2,0.36666666666666664
1700,PA,N,1.0,A,1.0,1,NC,-1.0,H,3,3,20,1,0.23333333333333334
1701,PC,S,1.0,A,1.0,1,NC,1.0,P,3,7,20,1,0.42857142857142855
1702,PB,N,1.0,P,1.0,1,NC,-1.0,H,-1,0,18,0,0.24
1703,PA,S,0.0,A,1.0,1,NC,1.0,P,1,3,20,2,0.16666666666666666
1704,PC,S,0.0,A,1.0,1,NC,4.0,H,1,3,19,1,0.21428571428571427
1705,PD,N,1.0,A,1.0,1,NC,-1.0,P,-1,5,18,0,0.25
1706,PC,N,1.0,A,1.0,1,NC,3.0,D,-1,2,18,0,0.14285714285714285
1707,PA,S,0.0,A,1.0,1,NC,-1.0,D,-1,3,20,1,0.16666666666666666
1708,PC,S,0.0,A,1.0,1,NC,-1.0,D,3,3,18,0,0.14285714285714285
1709,PE,S,1.0,A,1.0,1,NC,1.0,H,1,3,21,1,0.3333333333333333
1710,PA,N,1.0,A,1.0,2,NC,1.0,P,-1,5,20,2,0.4
1711,PA,N,2.0,A,1.0,2,NC,-1.0,P,-1,1,20,1,0.1
1712,PC,N,1.0,P,1.0,2,NC,-1.0,D,3,1,19,1,0.2857142857142857
1713,PB,N,1.0,A,2.0,1,NC,1.0,H,-1,4,21,1,0.24
1714,PB,N,0.0,P,1.0,2,NC,4.0,H,1,0,18,0,0.04
1715,PC,S,1.0,P,1.0,2,NC,4.0,D,1,1,20,2,0.21428571428571427
1716,PA,S,0.0,P,1.0,1,NC,-1.0,H,3,0,20,2,0.16666666666666666
1717,PA,S,0.0,A,2.0,2,S,2.0,P,2,9,18,0,0.5
1718,PC,S,1.0,A,1.0,1,NC,1.0,D,3,4,21,1,0.32142857142857145
1719,PA,N,2.0,P,1.0,2,NC,1.0,D,-1,0,21,1,0.06666666666666667
1720,PD,N,2.0,P,1.0,2,NC,-1.0,P,-1,1,19,2,0.275
1721,PC,N,1.0,P,1.0,2,NC,-1.0,D,3,0,21,1,0.07142857142857142
1722,PA,S,1.0,A,1.0,1,NC,2.0,P,-1,3,18,0,0.26666666666666666
1723,PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,4,19,2,0.36666666666666664
1724,PA,N,2.0,A,1.0,2,NC,-1.0,H,-1,7,18,0,0.4
1725,PA,S,0.0,A,1.0,2,NC,1.0,H,1,5,21,2,0.3
1726,PA,N,0.0,A,1.0,1,NC,-1.0,D,1,4,19,2,0.2
1727,PA,S,0.0,A,1.0,2,NC,2.0,P,-1,7,19,1,0.4
1728,PA,S,2.0,P,1.0,2,NC,2.0,P,3,1,18,0,0.26666666666666666
1729,PB,S,0.0,A,1.0,2,NC,1.0,D,3,7,20,1,0.48
1730,PB,S,1.0,P,1.0,2,NC,-1.0,P,1,0,21,1,0.04
1731,PA,N,0.0,A,1.0,2,NC,-1.0,H,3,6,20,1,0.3333333333333333
1732,PB,N,2.0,A,1.0,2,NC,1.0,D,3,4,18,0,0.4
1733,PA,S,1.0,A,1.0,1,NC,-1.0,P,-1,2,18,0,0.16666666666666666
1734,PD,S,2.0,A,1.0,1,S,4.0,H,1,8,18,0,0.4
1735,PA,S,1.0,A,1.0,2,NC,3.0,D,-1,4,18,0,0.3
1736,PE,S,0.0,A,1.0,1,NC,4.0,P,2,2,21,2,0.2
1737,PA,S,2.0,A,1.0,1,NC,1.0,P,-1,3,20,2,0.26666666666666666
1738,PC,S,0.0,A,1.0,2,NC,-1.0,D,-1,3,18,0,0.17857142857142858
1739,PE,N,1.0,P,1.0,1,NC,2.0,H,3,0,21,2,0.26666666666666666
1740,PD,N,2.0,P,1.0,2,NC,1.0,D,-1,0,20,2,0.0
1741,PA,N,1.0,P,1.0,1,NC,1.0,P,-1,0,21,1,0.06666666666666667
1742,PA,N,2.0,P,1.0,1,NC,-1.0,D,3,1,20,2,0.26666666666666666
1743,PA,S,2.0,A,1.0,1,NC,2.0,P,2,9,19,1,0.5
1744,PA,N,1.0,P,1.0,1,NC,2.0,D,1,1,21,2,0.2
1745,PB,N,2.0,A,1.0,2,NC,-1.0,D,-1,4,20,1,0.44
1746,PA,S,1.0,A,1.0,2,NC,4.0,P,1,1,19,2,0.1
1747,PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,4,18,0,0.26666666666666666
1748,PA,N,0.0,P,1.0,2,NC,2.0,P,3,2,21,1,0.26666666666666666
1749,PB,S,2.0,P,1.0,1,NC,-1.0,P,-1,0,18,0,0.08
1750,PA,S,0.0,A,1.0,1,NC,4.0,H,-1,7,19,1,0.43333333333333335
1751,PA,S,1.0,A,1.0,1,NC,1.0,H,-1,2,18,0,0.16666666666666666
1752,PB,N,1.0,A,1.0,1,NC,-1.0,H,-1,7,21,2,0.44
1753,PA,S,1.0,A,1.0,1,NC,1.0,H,3,7,19,2,0.4666666666666667
1754,PA,S,1.0,A,1.0,2,NC,4.0,P,3,4,18,0,0.26666666666666666
1755,PA,S,1.0,P,1.0,1,NC,-1.0,D,-1,2,20,2,0.26666666666666666
1756,PB,S,0.0,A,1.0,2,S,1.0,H,1,8,20,5,0.6
1757,PA,S,2.0,A,1.0,2,NC,-1.0,P,-1,3,20,1,0.23333333333333334
1758,PA,S,1.0,P,1.0,2,NC,4.0,P,1,0,19,2,0.03333333333333333
1759,PC,S,2.0,A,1.0,2,NC,1.0,P,1,2,20,1,0.14285714285714285
1760,PA,N,0.0,A,1.0,2,NC,-1.0,D,-1,5,19,1,0.26666666666666666
1761,PC,S,2.0,P,1.0,1,NC,-1.0,P,-1,0,18,0,0.03571428571428571
1762,PC,S,1.0,A,1.0,1,NC,-1.0,P,-1,3,18,0,0.21428571428571427
1763,PA,S,1.0,A,1.0,2,NC,-1.0,D,3,5,21,1,0.3
1764,PA,S,2.0,P,2.0,1,NC,1.0,H,3,2,19,1,0.3
1765,PC,S,1.0,A,1.0,2,NC,4.0,H,1,7,19,1,0.5
1766,PA,N,1.0,A,1.0,1,NC,-1.0,H,3,6,18,0,0.36666666666666664
1767,PA,S,1.0,A,1.0,1,NC,2.0,H,-1,4,19,1,0.3
1768,PA,S,1.0,P,1.0,2,NC,-1.0,D,3,0,20,1,0.13333333333333333
1769,PA,N,2.0,A,1.0,2,NC,1.0,D,1,3,20,1,0.2
1770,PA,N,2.0,A,1.0,1,NC,-1.0,D,-1,4,18,0,0.23333333333333334
1771,PA,S,1.0,A,1.0,1,NC,-1.0,P,-1,3,19,2,0.26666666666666666
1772,PD,N,2.0,P,1.0,1,NC,1.0,P,-1,1,21,1,0.2
1773,PA,N,2.0,A,1.0,1,NC,-1.0,D,-1,3,21,1,0.16666666666666666
1774,PA,S,0.0,A,1.0,1,NC,1.0,D,3,4,19,1,0.2
1775,PA,S,0.0,A,1.0,2,NC,-1.0,P,3,5,19,1,0.4
1776,PA,S,2.0,A,1.0,2,NC,-1.0,H,-1,3,21,1,0.16666666666666666
1777,PA,N,1.0,A,1.0,1,NC,1.0,H,-1,5,19,1,0.4
1778,PD,S,1.0,P,1.0,1,NC,-1.0,P,-1,1,21,2,0.2
1779,PB,S,2.0,A,1.0,2,NC,-1.0,P,3,6,18,0,0.4
1780,PB,S,1.0,A,1.0,2,NC,-1.0,H,-1,2,20,1,0.24
1781,PA,N,1.0,A,1.0,1,NC,-1.0,H,3,4,20,2,0.3333333333333333
1782,PA,N,1.0,P,1.0,1,NC,-1.0,P,-1,1,19,1,0.1
1783,PA,S,0.0,A,1.0,2,NC,1.0,P,2,1,18,0,0.1
1784,PA,S,2.0,P,1.0,1,NC,-1.0,H,1,1,18,0,0.23333333333333334
1785,PB,N,2.0,P,1.0,2,NC,1.0,H,3,0,20,1,0.04
1786,PA,S,1.0,A,1.0,1,NC,-1.0,H,-1,3,18,0,0.2
1787,PA,S,2.0,A,1.0,2,NC,3.0,P,-1,8,20,2,0.4666666666666667
1788,PD,N,2.0,A,1.0,1,NC,-1.0,H,-1,3,21,2,0.2
1789,PB,N,1.0,P,1.0,1,NC,-1.0,H,-1,0,19,1,0.12
1790,PA,N,1.0,A,1.0,2,NC,1.0,D,1,8,20,2,0.43333333333333335
1791,PA,S,1.0,A,1.0,2,NC,-1.0,D,-1,4,20,2,0.26666666666666666
1792,PA,N,1.0,A,1.0,2,NC,-1.0,H,-1,2,19,2,0.13333333333333333
1793,PD,S,2.0,P,1.0,1,NC,-1.0,P,-1,1,20,2,0.25
1794,PA,N,2.0,P,1.0,2,NC,4.0,P,2,1,19,1,0.26666666666666666
1795,PE,S,1.0,A,1.0,1,NC,-1.0,H,-1,1,20,2,0.2
1796,PB,S,1.0,P,1.0,1,NC,2.0,H,3,0,21,2,0.08
1797,PB,S,0.0,P,1.0,1,NC,1.0,D,1,0,21,1,0.04
1798,PA,N,1.0,P,1.0,2,NC,4.0,P,2,1,19,2,0.2
1799,PC,S,2.0,A,1.0,1,NC,-1.0,H,-1,3,19,2,0.17857142857142858
1800,PC,S,1.0,A,1.0,1,NC,-1.0,D,3,2,20,1,0.10714285714285714
1801,PB,N,1.0,P,1.0,1,NC,-1.0,D,1,1,21,2,0.16
1802,PA,S,1.0,A,1.0,2,NC,-1.0,H,-1,5,19,1,0.26666666666666666
1803,PB,S,0.0,P,1.0,1,NC,-1.0,P,-1,0,18,0,0.2
1804,PD,S,1.0,A,1.0,1,S,1.0,H,-1,4,18,0,0.25
1805,PB,N,1.0,A,1.0,1,NC,-1.0,H,3,6,18,0,0.48
1806,PA,N,1.0,A,3.0,1,NC,-1.0,H,1,5,18,0,0.36666666666666664
1807,PC,N,1.0,P,1.0,2,NC,4.0,H,2,1,19,1,0.25
1808,PA,S,2.0,A,1.0,1,NC,-1.0,P,-1,5,19,1,0.5
1809,PA,N,0.0,A,1.0,1,NC,-1.0,P,-1,4,20,1,0.2
1810,PA,S,1.0,A,1.0,1,NC,-1.0,P,-1,8,21,2,0.43333333333333335
1811,PA,N,1.0,P,1.0,2,NC,-1.0,H,3,0,18,0,0.03333333333333333
1812,PA,N,1.0,A,1.0,1,NC,1.0,P,3,6,18,0,0.4666666666666667
1813,PA,S,1.0,P,1.0,2,NC,2.0,P,-1,0,20,1,0.03333333333333333
1814,PA,S,1.0,A,1.0,1,NC,1.0,P,3,6,18,0,0.3
1815,PA,N,1.0,P,1.0,2,NC,-1.0,H,-1,0,18,0,0.1
1816,PC,N,2.0,P,1.0,2,NC,4.0,D,3,1,19,2,0.2857142857142857
1817,PA,N,0.0,P,1.0,2,N,4.0,D,-1,1,19,2,0.13333333333333333
1818,PB,N,0.0,A,1.0,1,NC,-1.0,P,-1,1,19,1,0.12
1819,PA,S,0.0,A,1.0,2,S,4.0,H,3,3,20,2,0.26666666666666666
1820,PD,S,1.0,P,1.0,1,NC,3.0,H,-1,0,19,1,0.05
1821,PA,N,2.0,P,1.0,2,NC,-1.0,P,2,1,19,1,0.13333333333333333
1822,PA,S,1.0,A,1.0,1,NC,-1.0,P,-1,4,18,0,0.23333333333333334
1823,PB,N,1.0,P,1.0,2,NC,-1.0,P,1,0,19,1,0.2
1824,PA,N,1.0,P,1.0,1,NC,-1.0,D,-1,1,18,0,0.3
1825,PA,S,2.0,A,1.0,2,NC,-1.0,D,-1,4,20,2,0.2
1826,PA,N,2.0,P,1.0,2,NC,-1.0,D,3,0,21,1,0.06666666666666667
1827,PE,S,1.0,A,1.0,1,NC,2.0,H,1,2,18,0,0.2
1828,PA,N,2.0,P,1.0,1,NC,-1.0,P,-1,1,21,2,0.16666666666666666
1829,PB,N,1.0,P,1.0,2,NC,-1.0,H,-1,0,19,2,0.0
1830,PD,S,0.0,A,1.0,2,NC,-1.0,D,-1,1,19,2,0.1
1831,PD,S,2.0,A,1.0,1,NC,2.0,D,-1,3,18,0,0.125
1832,PA,S,1.0,P,2.0,1,NC,4.0,P,2,0,20,1,0.26666666666666666
1833,PA,N,0.0,A,1.0,2,NC,-1.0,H,-1,6,20,2,0.43333333333333335
1834,PA,N,1.0,A,1.0,2,NC,1.0,H,2,7,19,2,0.43333333333333335
1835,PB,S,2.0,A,1.0,2,NC,-1.0,H,3,4,20,2,0.28
1836,PB,S,2.0,P,1.0,1,NC,2.0,P,3,0,20,1,0.04
1837,PB,N,2.0,P,1.0,1,NC,-1.0,H,2,1,19,2,0.32
1838,PA,S,1.0,A,1.0,1,NC,1.0,D,3,3,20,2,0.2
1839,PA,N,0.0,P,1.0,2,NC,3.0,P,3,1,20,1,0.16666666666666666
1840,PA,S,0.0,A,1.0,1,NC,-1.0,H,2,6,18,0,0.4666666666666667
1841,PD,N,1.0,A,1.0,2,NC,-1.0,H,-1,7,18,0,0.325
1842,PC,N,1.0,A,1.0,1,NC,-1.0,H,-1,4,21,2,0.35714285714285715
1843,PB,N,1.0,A,1.0,2,NC,-1.0,P,3,5,18,0,0.32
1844,PA,N,0.0,P,1.0,2,NC,1.0,H,3,2,21,2,0.3
1845,PA,S,2.0,A,1.0,1,NC,-1.0,D,3,7,18,0,0.43333333333333335
1846,PB,N,0.0,P,1.0,1,NC,-1.0,P,-1,0,20,1,0.04
1847,PA,N,1.0,P,1.0,1,NC,-1.0,H,-1,0,18,0,0.03333333333333333
1848,PE,N,0.0,P,1.0,2,NC,2.0,D,1,0,20,2,0.13333333333333333
1849,PB,S,0.0,A,1.0,1,NC,-1.0,H,3,2,21,1,0.2
1850,PA,S,0.0,A,1.0,2,NC,-1.0,D,3,3,21,1,0.16666666666666666
1851,PA,S,0.0,A,1.0,2,NC,-1.0,D,3,5,19,1,0.3
1852,PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,5,19,1,0.3333333333333333
1853,PA,N,0.0,A,1.0,1,NC,-1.0,D,-1,5,21,2,0.3
1854,PA,N,2.0,P,1.0,1,NC,4.0,D,1,1,21,2,0.23333333333333334
1855,PA,N,1.0,P,1.0,1,NC,2.0,H,2,1,21,1,0.26666666666666666
1856,PC,S,2.0,A,1.0,1,N,3.0,H,2,1,20,1,0.10714285714285714
1857,PB,N,1.0,A,1.0,1,NC,-1.0,D,-1,4,20,2,0.36
1858,PB,S,1.0,P,1.0,2,NC,-1.0,H,3,0,18,0,0.24
1859,PA,S,0.0,A,1.0,1,S,4.0,D,3,2,20,2,0.13333333333333333
1860,PA,N,1.0,P,1.0,1,NC,2.0,D,2,0,18,0,0.03333333333333333
1861,PA,S,2.0,P,1.0,1,NC,-1.0,H,-1,0,21,2,0.16666666666666666
1862,PA,S,1.0,A,1.0,1,NC,1.0,H,-1,7,21,1,0.36666666666666664
1863,PA,S,1.0,P,1.0,2,NC,-1.0,D,-1,0,19,1,0.03333333333333333
1864,PA,S,2.0,P,1.0,1,NC,2.0,H,-1,0,19,2,0.03333333333333333
1865,PA,N,1.0,P,1.0,2,NC,-1.0,D,-1,0,18,0,0.1
1866,PA,S,1.0,A,1.0,1,NC,-1.0,D,-1,5,20,2,0.4666666666666667
1867,PA,S,0.0,A,1.0,1,NC,-1.0,D,2,3,19,2,0.2
1868,PD,N,0.0,A,1.0,2,NC,-1.0,P,-1,2,21,2,0.15
1869,PA,N,0.0,A,1.0,2,NC,-1.0,D,-1,8,18,0,0.5
1870,PA,S,1.0,A,1.0,2,NC,4.0,H,-1,8,20,1,0.4
1871,PB,S,1.0,A,1.0,1,NC,-1.0,H,-1,3,20,1,0.28
1872,PA,S,2.0,A,1.0,1,NC,1.0,P,1,3,21,1,0.13333333333333333
1873,PA,N,1.0,P,1.0,1,NC,-1.0,P,-1,0,20,2,0.0
1874,PA,N,0.0,A,1.0,1,NC,-1.0,D,-1,5,20,2,0.3333333333333333
1875,PB,N,1.0,P,1.0,1,NC,-1.0,D,-1,0,19,1,0.08
